Year,ndvi_mean,ndvi_max,ndvi_std,ndvi_kharif_mean,ndvi_rabi_mean
2018,0.2705903118540876,0.4437055010906232,0.11082924305503354,0.243623585344711,0.31668913795497877
2019,0.23593689864351486,0.3406417936692426,0.053259397994365014,0.18526157864151896,0.2725847502033778
2020,0.25112339197819694,0.3889832951979076,0.06172565653742495,0.21690385159931855,0.2903632205416417
2021,0.25595823251028066,0.3641803324723821,0.0646833594784728,0.2455900710840982,0.2649534641086246
2022,0.1840844818968227,0.3229142725023309,0.051574291587837384,0.1688652614989406,0.19176412038435034
2023,0.18576596447806037,0.2254730217043924,0.03351567422668327,0.18228975184221435,0.1854281672848942
