"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"13","1966","6","Madhya Pradesh","Sagar","15.0","7.0","466.67","209.0","68.0","325.36","36.2","30.6","845.3","0.0","0.0","0.0","36.2","30.6","845.3","0.0","0.0","0.0","4.0","4.0","1000.0","0.0","0.0","0.0","0.7","0.4","571.43","44.0","11.0","250.0","6.0","1.0","166.67","58.54","-1.0","-1.0","7.0","3.0","428.57","11.4","1.3","114.04","0.6","0.1","166.67","0.0","0.0","0.0","0.0","0.0","0.0","12.6","2.3","182.54","0.0","0.0","0.0","0.0","0.0","0.0","39.57","-1.0","-1.0","0.4","0.6","1500.0","0.0","0.0","0.0","0.42","1.75","2.17","0.79","0.18","78.21"
"13","1967","6","Madhya Pradesh","Sagar","15.0","11.0","733.33","218.0","157.0","720.18","59.4","67.9","1143.1","0.0","0.0","0.0","59.4","67.9","1143.1","0.0","0.0","0.0","4.0","6.0","1500.0","0.0","0.0","0.0","0.7","0.8","1142.86","32.0","16.0","500.0","7.0","5.0","714.29","46.38","-1.0","-1.0","8.0","5.0","625.0","12.7","0.9","70.87","1.0","0.3","300.0","0.0","0.0","0.0","0.0","0.0","0.0","14.8","4.9","331.08","0.0","0.0","0.0","0.0","0.0","0.0","41.84","-1.0","-1.0","0.3","0.5","1666.67","0.0","0.0","0.0","0.42","2.01","2.43","1.01","0.15","74.62"
"13","1968","6","Madhya Pradesh","Sagar","15.3","8.0","522.88","254.6","162.0","636.29","42.6","46.3","1086.85","0.0","0.0","0.0","42.6","46.3","1086.85","0.0","0.0","0.0","4.3","4.0","930.23","0.0","0.0","0.0","0.7","0.6","857.14","30.4","12.0","394.74","6.2","3.0","483.87","42.5","-1.0","-1.0","6.1","4.0","655.74","8.9","1.4","157.3","1.1","0.4","363.64","0.0","0.0","0.0","0.0","0.0","0.0","12.6","3.7","293.65","0.0","0.0","0.0","0.0","0.0","0.0","33.96","-1.0","-1.0","0.3","0.6","2000.0","0.0","0.0","0.0","0.4","2.15","2.55","1.13","0.18","71.79"
"13","1969","6","Madhya Pradesh","Sagar","14.1","8.1","574.47","273.2","159.7","584.55","27.6","21.4","775.36","0.0","0.0","0.0","27.6","21.4","775.36","0.0","0.0","0.0","4.2","3.0","714.29","0.0","0.0","0.0","0.8","0.8","1000.0","34.9","18.2","521.49","3.9","2.3","589.74","43.34","18.9","436.09","6.9","5.1","739.13","4.8","0.5","104.17","1.1","0.4","363.64","0.0","0.0","0.0","0.0","0.0","0.0","14.2","5.2","366.2","0.0","0.0","0.0","0.0","0.0","0.0","33.96","12.4","365.14","0.3","0.5","1666.67","0.0","0.0","0.0","0.39","2.02","2.41","1.02","0.16","70.52"
"13","1970","6","Madhya Pradesh","Sagar","14.7","10.3","700.68","270.5","172.4","637.34","30.5","28.8","944.26","0.0","0.0","0.0","30.5","28.8","944.26","0.0","0.0","0.0","4.2","6.5","1547.62","0.0","0.0","0.0","0.7","0.8","1142.86","32.5","15.0","461.54","5.0","3.9","780.0","45.7","19.5","426.7","8.7","7.1","816.09","4.9","0.5","102.04","1.1","0.4","363.64","0.0","0.0","0.0","0.0","0.0","0.0","15.1","4.5","298.01","0.0","0.0","0.0","0.0","0.0","0.0","35.1","13.4","381.77","0.2","0.5","2500.0","0.0","0.0","0.0","0.5","1.83","2.33","0.96","0.14","69.17"
"13","1971","6","Madhya Pradesh","Sagar","15.5","10.9","703.23","275.0","221.5","805.45","28.5","20.4","715.79","0.0","0.0","0.0","28.5","20.4","715.79","0.0","0.0","0.0","4.2","4.9","1166.67","0.0","0.0","0.0","0.6","0.7","1166.67","34.8","18.0","517.24","5.2","3.7","711.54","44.3","17.1","386.0","8.7","6.4","735.63","3.5","0.3","85.71","1.1","0.5","454.55","0.0","0.0","0.0","0.0","0.0","0.0","20.7","7.2","347.83","0.0","0.0","0.0","0.0","0.0","0.0","38.2","15.0","392.67","0.2","0.4","2000.0","0.0","0.0","0.0","0.44","1.74","2.18","0.86","0.14","67.36"
"13","1972","6","Madhya Pradesh","Sagar","16.3","10.2","625.77","273.1","185.1","677.77","27.4","34.4","1255.47","0.0","0.0","0.0","27.4","34.4","1255.47","0.0","0.0","0.0","4.1","5.0","1219.51","0.0","0.0","0.0","0.6","0.6","1000.0","42.3","21.3","503.55","4.9","3.8","775.51","46.6","18.7","401.29","8.5","6.1","717.65","3.1","0.5","161.29","1.1","0.6","545.45","0.0","0.0","0.0","0.0","0.0","0.0","11.6","4.3","370.69","0.0","0.0","0.0","0.0","0.0","0.0","29.6","12.5","422.3","0.2","0.4","2000.0","0.0","0.0","0.0","0.4","1.94","2.33","0.91","0.14","66.23"
"13","1973","6","Madhya Pradesh","Sagar","15.6","12.4","794.87","246.6","188.2","763.18","29.0","31.4","1082.76","0.0","0.0","0.0","29.0","31.4","1082.76","0.0","0.0","0.0","4.1","4.3","1048.78","0.0","0.0","0.0","0.6","0.7","1166.67","48.7","22.9","470.23","5.0","3.8","760.0","53.2","19.5","366.54","10.6","6.4","603.77","3.1","0.4","129.03","1.2","0.7","583.33","0.0","0.0","0.0","0.0","0.0","0.0","22.6","6.9","305.31","0.0","0.0","0.0","0.0","0.0","0.0","43.4","15.4","354.84","0.1","0.4","4000.0","0.0","0.0","0.0","0.37","2.08","2.45","1.02","0.16","66.53"
"13","1974","6","Madhya Pradesh","Sagar","14.9","7.6","510.07","219.7","172.3","784.25","27.8","30.3","1089.93","0.0","0.0","0.0","27.8","30.3","1089.93","0.0","0.0","0.0","4.2","4.6","1095.24","0.0","0.0","0.0","0.9","1.1","1222.22","59.2","32.2","543.92","4.1","3.1","756.1","57.8","26.7","461.94","12.8","9.4","734.38","2.5","0.3","120.0","1.2","0.8","666.67","0.0","0.0","0.0","0.0","0.0","0.0","31.9","9.7","304.08","0.0","0.0","0.0","0.0","0.0","0.0","54.4","23.1","424.63","0.2","0.7","3500.0","0.0","0.0","0.0","0.38","2.14","2.51","0.98","0.18","66.29"
"13","1975","6","Madhya Pradesh","Sagar","14.9","9.8","657.72","251.5","197.7","786.08","27.3","26.0","952.38","0.0","0.0","0.0","27.3","26.0","952.38","0.0","0.0","0.0","4.1","4.4","1073.17","0.0","0.0","0.0","0.9","1.2","1333.33","42.9","23.2","540.79","4.8","3.6","750.0","53.4","23.5","440.07","14.6","10.7","732.88","1.5","0.2","133.33","1.2","0.8","666.67","0.0","0.0","0.0","0.0","0.0","0.0","26.3","9.2","349.81","0.0","0.0","0.0","0.0","0.0","0.0","48.4","21.7","448.35","0.2","0.7","3500.0","0.0","0.0","0.0","0.37","2.06","2.43","0.9","0.19","63.96"
"13","1976","6","Madhya Pradesh","Sagar","15.4","8.7","564.94","247.4","131.4","531.12","22.7","21.7","955.95","0.0","0.0","0.0","22.7","21.7","955.95","0.0","0.0","0.0","4.1","5.8","1414.63","0.0","0.0","0.0","0.7","0.6","857.14","53.5","20.7","386.92","4.2","2.1","500.0","52.2","18.5","354.41","12.4","6.8","548.39","2.1","0.2","95.24","1.2","0.4","333.33","0.0","0.0","0.0","0.0","0.0","0.0","22.9","4.8","209.61","0.0","0.0","0.0","0.0","0.0","0.0","42.4","12.8","301.89","0.3","0.9","3000.0","0.0","0.0","0.0","0.32","2.16","2.48","0.86","0.2","62.51"
"13","1977","6","Madhya Pradesh","Sagar","15.3","9.8","640.52","261.5","209.9","802.68","27.6","29.5","1068.84","0.0","0.0","0.0","27.6","29.5","1068.84","0.0","0.0","0.0","4.2","4.4","1047.62","0.0","0.0","0.0","0.7","0.9","1285.71","42.4","20.6","485.85","5.0","3.7","740.0","53.1","20.5","386.06","11.5","6.3","547.83","2.1","0.2","95.24","1.1","0.4","363.64","0.0","0.0","0.0","0.0","0.0","0.0","21.5","6.9","320.93","0.0","0.0","0.0","0.0","0.0","0.0","40.2","14.7","365.67","0.2","0.7","3500.0","0.0","0.0","0.0","0.34","2.29","2.63","0.79","0.24","63.35"
"13","1978","6","Madhya Pradesh","Sagar","15.9","10.6","666.67","271.6","227.1","836.16","18.3","14.4","786.89","0.0","0.0","0.0","18.3","14.4","786.89","0.0","0.0","0.0","4.2","4.3","1023.81","0.0","0.0","0.0","0.7","1.0","1428.57","43.9","30.1","685.65","4.8","3.2","666.67","56.2","24.3","432.38","10.2","6.1","598.04","1.8","0.2","111.11","1.1","0.5","454.55","0.0","0.0","0.0","0.0","0.0","0.0","21.4","8.1","378.5","0.0","0.0","0.0","0.0","0.0","0.0","37.7","16.4","435.01","0.3","0.8","2666.67","0.0","0.0","0.0","0.31","2.3","2.61","0.84","0.19","61.78"
"13","1979","6","Madhya Pradesh","Sagar","15.3","1.6","104.58","217.6","175.3","805.61","20.9","9.9","473.68","0.0","0.0","0.0","20.9","9.9","473.68","0.0","0.0","0.0","4.0","2.5","625.0","0.0","0.0","0.0","0.9","0.6","666.67","55.0","27.8","505.45","4.0","1.5","375.0","105.0","31.5","300.0","8.0","9.5","1187.5","1.9","0.1","52.63","0.8","0.2","250.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","2.7","117.39","0.0","0.0","0.0","0.0","0.0","0.0","35.3","5.4","152.97","0.2","0.5","2500.0","0.0","0.0","0.0","0.29","2.32","2.62","0.76","0.23","59.22"
"13","1980","6","Madhya Pradesh","Sagar","15.3","9.5","620.92","228.2","154.2","675.72","28.9","27.9","965.4","0.0","0.0","0.0","28.9","27.9","965.4","0.0","0.0","0.0","4.0","4.1","1025.0","0.0","0.0","0.0","1.3","1.6","1230.77","45.7","32.0","700.22","4.8","2.5","520.83","99.0","26.1","263.64","7.4","9.3","1256.76","1.9","0.3","157.89","0.9","0.5","555.56","0.0","0.0","0.0","0.0","0.0","0.0","20.2","5.3","262.38","0.0","0.0","0.0","0.0","0.0","0.0","26.8","9.2","343.28","0.2","0.5","2500.0","0.0","0.0","0.0","0.3","2.61","2.91","0.83","0.27","59.07"
"13","1981","6","Madhya Pradesh","Sagar","15.2","7.3","480.26","242.2","235.6","972.75","38.6","41.3","1069.95","0.0","0.0","0.0","38.6","41.3","1069.95","0.0","0.0","0.0","4.0","4.6","1150.0","0.0","0.0","0.0","1.3","1.4","1076.92","51.3","40.9","797.27","5.2","4.4","846.15","71.6","25.0","349.16","7.5","9.1","1213.33","2.1","0.3","142.86","1.0","0.4","400.0","0.0","0.0","0.0","0.0","0.0","0.0","14.8","4.4","297.3","0.0","0.0","0.0","0.0","0.0","0.0","30.6","11.6","379.08","0.2","0.5","2500.0","0.0","0.0","0.0","0.29","2.67","2.96","0.86","0.28","57.64"
"13","1982","6","Madhya Pradesh","Sagar","15.1","9.0","596.03","249.7","232.7","931.92","31.4","18.0","573.25","0.0","0.0","0.0","31.4","18.0","573.25","0.0","0.0","0.0","4.0","4.1","1025.0","0.0","0.0","0.0","1.1","1.2","1090.91","60.4","49.4","817.88","5.6","3.1","553.57","62.4","9.5","152.24","8.7","5.0","574.71","1.9","0.2","105.26","1.0","0.4","400.0","0.0","0.0","0.0","0.0","0.0","0.0","14.8","4.8","324.32","0.0","0.0","0.0","6.2","4.3","693.55","35.4","13.4","378.53","0.2","0.5","2500.0","0.0","0.0","0.0","0.27","2.76","3.03","0.97","0.3","56.49"
"13","1983","6","Madhya Pradesh","Sagar","15.1","11.6","768.21","263.2","238.2","905.02","28.2","28.3","1003.55","0.0","0.0","0.0","28.2","28.3","1003.55","0.0","0.0","0.0","4.0","5.2","1300.0","0.0","0.0","0.0","1.0","1.3","1300.0","57.0","43.7","766.67","4.7","3.6","765.96","56.5","18.1","320.35","8.6","6.9","802.33","1.9","0.2","105.26","1.0","0.6","600.0","0.0","0.0","0.0","0.0","0.0","0.0","13.7","5.8","423.36","0.0","0.0","0.0","13.0","10.1","776.92","43.0","23.1","537.21","0.3","1.1","3666.67","0.0","0.0","0.0","0.28","3.09","3.37","1.01","0.37","55.04"
"13","1984","6","Madhya Pradesh","Sagar","14.9","7.7","516.78","266.6","194.7","730.31","23.2","21.1","909.48","0.0","0.0","0.0","23.2","21.1","909.48","0.0","0.0","0.0","4.3","5.5","1279.07","0.0","0.0","0.0","0.9","0.6","666.67","60.5","28.3","467.77","4.1","1.8","439.02","55.5","11.8","212.61","6.3","3.6","571.43","3.4","0.4","117.65","1.0","0.3","300.0","0.0","0.0","0.0","0.0","0.0","0.0","16.4","2.9","176.83","0.0","0.0","0.0","30.2","20.9","692.05","61.1","28.9","473.0","0.3","0.4","1333.33","0.0","0.0","0.0","0.29","3.18","3.46","1.01","0.46","51.72"
"13","1985","6","Madhya Pradesh","Sagar","15.3","13.1","856.21","267.5","246.3","920.75","22.3","24.9","1116.59","0.0","0.0","0.0","22.3","24.9","1116.59","0.0","0.0","0.0","4.4","4.5","1022.73","0.0","0.0","0.0","0.8","0.9","1125.0","63.8","44.6","699.06","4.0","2.4","600.0","56.8","23.9","420.77","6.6","4.5","681.82","3.6","0.5","138.89","1.0","0.4","400.0","0.0","0.0","0.0","0.0","0.0","0.0","17.1","5.2","304.09","0.0","0.0","0.0","34.4","27.3","793.6","67.1","39.6","590.16","0.1","0.4","4000.0","0.0","0.0","0.0","0.3","3.35","3.65","0.91","0.4","51.52"
"13","1986","6","Madhya Pradesh","Sagar","15.0","7.0","466.67","233.0","164.0","703.86","20.3","12.9","635.47","0.0","0.0","0.0","20.3","12.9","635.47","0.0","0.0","0.0","4.0","3.0","750.0","0.0","0.0","0.0","0.8","0.9","1125.0","68.0","40.0","588.24","4.0","2.0","500.0","56.8","19.8","348.59","6.0","3.0","500.0","3.0","0.1","33.33","1.0","0.3","300.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","5.8","290.0","0.0","0.0","0.0","39.6","18.9","477.27","69.1","28.1","406.66","0.2","0.5","2500.0","0.0","0.0","0.0","0.29","3.35","3.63","1.04","0.43","49.75"
"13","1987","6","Madhya Pradesh","Sagar","15.0","10.0","666.67","247.0","247.0","1000.0","21.9","25.9","1182.65","0.0","0.0","0.0","21.9","25.9","1182.65","0.0","0.0","0.0","4.0","4.0","1000.0","0.0","0.0","0.0","0.7","0.8","1142.86","76.0","41.0","539.47","4.0","3.0","750.0","52.2","23.6","452.11","6.0","5.0","833.33","2.7","0.4","148.15","1.0","0.6","600.0","0.0","0.0","0.0","0.0","0.0","0.0","18.7","8.3","443.85","0.0","0.0","0.0","49.1","31.2","635.44","85.4","51.5","603.04","0.1","0.4","4000.0","0.0","0.0","0.0","0.27","3.54","3.81","1.11","0.48","49.44"
"13","1988","6","Madhya Pradesh","Sagar","15.0","9.2","613.33","251.1","157.7","628.04","18.0","16.9","938.89","0.0","0.0","0.0","18.0","16.9","938.89","0.0","0.0","0.0","4.3","5.4","1255.81","0.0","0.0","0.0","0.7","0.5","714.29","79.0","33.0","417.72","3.6","2.4","666.67","51.9","20.0","385.36","7.9","7.0","886.08","2.3","0.4","173.91","1.2","0.6","500.0","0.0","0.0","0.0","0.0","0.0","0.0","21.4","5.6","261.68","0.0","0.0","0.0","48.7","42.0","862.42","86.7","56.8","655.13","0.1","0.2","2000.0","0.0","0.0","0.0","0.24","3.54","3.78","1.09","0.53","49.48"
"13","1989","6","Madhya Pradesh","Sagar","13.0","7.2","553.85","249.0","197.9","794.78","17.5","15.7","897.14","0.0","0.0","0.0","17.5","15.7","897.14","0.0","0.0","0.0","4.6","6.1","1326.09","0.0","0.0","0.0","0.7","0.8","1142.86","79.5","44.0","553.46","3.7","2.6","702.7","56.7","17.6","310.41","8.0","5.7","712.5","2.1","0.4","190.48","1.4","0.8","571.43","0.0","0.0","0.0","0.0","0.0","0.0","23.9","8.0","334.73","0.0","0.0","0.0","74.9","48.2","643.52","114.6","65.8","574.17","0.2","0.4","2000.0","0.0","0.0","0.0","0.26","3.61","3.87","1.04","0.53","45.79"
"13","1990","6","Madhya Pradesh","Sagar","11.7","9.6","820.51","240.6","239.5","995.43","14.9","14.8","993.29","0.0","0.0","0.0","14.9","14.8","993.29","0.03","0.02","666.67","4.5","4.9","1088.89","0.0","0.0","0.0","0.7","0.9","1285.71","91.5","60.4","660.11","3.3","2.5","757.58","55.0","21.7","394.55","6.1","4.2","688.52","2.7","0.4","148.15","1.13","0.71","628.32","0.0","0.0","0.0","0.0","0.0","0.0","24.0","7.5","312.5","0.0","0.0","0.0","66.48","60.98","917.27","102.0","73.9","724.51","0.09","0.2","2222.22","0.0","0.0","0.0","0.28","4.01","4.29","1.06","0.57","0.0"
"13","1991","6","Madhya Pradesh","Sagar","11.5","7.2","626.09","238.1","192.5","808.48","11.5","10.1","878.26","0.0","0.0","0.0","11.5","10.1","878.26","0.06","0.03","500.0","4.3","4.5","1046.51","0.0","0.0","0.0","0.7","0.8","1142.86","90.7","55.3","609.7","2.7","1.7","629.63","61.0","22.7","372.13","3.9","2.9","743.59","2.4","0.3","125.0","1.01","0.63","623.76","0.0","0.0","0.0","0.0","0.0","0.0","24.0","7.9","329.17","0.02","0.01","500.0","77.75","56.31","724.24","110.4","68.2","617.75","0.14","0.4","2857.14","0.0","0.0","0.0","0.25","4.06","4.31","1.13","0.69","0.0"
"13","1992","6","Madhya Pradesh","Sagar","10.9","6.4","587.16","238.0","215.3","904.62","12.9","14.3","1108.53","0.0","0.0","0.0","12.9","14.3","1108.53","0.01","0.01","1000.0","4.3","6.6","1534.88","0.0","0.0","0.0","0.8","0.8","1000.0","89.6","59.5","664.06","2.9","2.0","689.66","62.7","24.5","390.75","2.0","2.0","1000.0","2.3","0.4","173.91","0.97","0.71","731.96","0.1","0.0","0.0","0.0","0.0","0.0","24.1","7.8","323.65","0.03","0.02","666.67","89.24","70.77","793.03","120.0","81.9","682.5","0.12","0.3","2500.0","0.0","0.0","0.0","0.24","4.18","4.42","1.19","0.74","0.0"
"13","1993","6","Madhya Pradesh","Sagar","10.5","6.8","647.62","240.9","260.2","1080.12","12.4","13.4","1080.65","0.0","0.0","0.0","12.4","13.4","1080.65","0.01","0.01","1000.0","4.5","6.3","1400.0","0.0","0.0","0.0","0.7","1.0","1428.57","91.7","67.9","740.46","3.3","2.4","727.27","64.2","25.8","401.87","1.7","1.5","882.35","2.2","0.4","181.82","1.06","0.62","584.91","0.7","0.2","285.71","0.0","0.0","0.0","22.8","8.0","350.88","0.01","0.01","1000.0","110.1","82.47","749.05","140.0","93.3","666.43","0.1","0.2","2000.0","0.0","0.0","0.0","0.25","4.29","4.55","1.22","0.76","0.0"
"13","1994","6","Madhya Pradesh","Sagar","9.1","5.6","615.38","229.4","245.3","1069.31","6.1","4.7","770.49","0.0","0.0","0.0","6.1","4.7","770.49","0.0","0.0","0.0","4.0","4.3","1075.0","0.0","0.0","0.0","0.9","1.4","1555.56","116.0","77.2","665.52","1.9","1.3","684.21","69.3","29.1","419.91","1.1","0.6","545.45","1.5","0.2","133.33","1.1","0.8","727.27","0.4","0.1","250.0","0.0","0.0","0.0","23.2","8.8","379.31","0.0","0.0","0.0","73.6","52.9","718.75","102.0","63.5","622.55","0.1","0.3","3000.0","0.0","0.0","0.0","0.25","4.61","4.86","1.31","0.89","0.0"
"13","1995","6","Madhya Pradesh","Sagar","9.2","4.1","445.65","217.6","251.3","1154.87","6.5","5.9","907.69","0.0","0.0","0.0","6.5","5.9","907.69","0.0","0.0","0.0","4.0","6.0","1500.0","0.0","0.0","0.0","0.8","1.1","1375.0","115.5","74.2","642.42","2.4","1.4","583.33","77.4","34.1","440.57","1.0","0.9","900.0","1.5","0.3","200.0","1.0","0.6","600.0","0.2","0.1","500.0","0.0","0.0","0.0","21.5","7.7","358.14","0.0","0.0","0.0","124.9","131.8","1055.24","151.3","141.4","934.57","0.1","0.3","3000.0","0.0","0.0","0.0","0.21","4.76","4.97","1.38","0.96","40.39"
"13","1996","6","Madhya Pradesh","Sagar","8.3","6.0","722.89","256.2","300.1","1171.35","5.8","5.4","931.03","0.0","0.0","0.0","5.8","5.4","931.03","0.0","0.0","0.0","4.1","5.7","1390.24","0.0","0.0","0.0","0.8","1.0","1250.0","112.9","78.1","691.76","2.8","1.7","607.14","79.5","34.0","427.67","0.9","0.7","777.78","1.4","0.3","214.29","1.0","0.7","700.0","0.1","0.0","0.0","0.0","0.0","0.0","20.0","8.2","410.0","0.0","0.0","0.0","149.2","144.0","965.15","163.6","140.5","858.8","0.2","0.4","2000.0","0.0","0.0","0.0","0.21","4.97","5.18","1.39","0.98","38.96"
"13","1997","6","Madhya Pradesh","Sagar","8.7","5.7","655.17","232.8","241.1","1035.65","5.11","4.0","782.78","0.0","0.0","0.0","5.11","4.0","782.78","0.0","0.0","0.0","4.1","4.5","1097.56","0.0","0.0","0.0","0.8","1.3","1625.0","112.6","97.3","864.12","2.3","1.3","565.22","76.64","34.9","455.38","0.9","0.7","777.78","1.3","0.1","76.92","1.0","0.6","600.0","0.1","0.0","0.0","0.0","0.0","0.0","17.7","6.6","372.88","0.0","0.0","0.0","181.4","159.4","878.72","203.09","167.6","825.25","0.11","0.3","2727.27","0.0","0.0","0.0","0.2","4.95","5.16","1.39","1.02","37.72"
"13","1998","6","Madhya Pradesh","Sagar","8.6","5.3","616.28","262.1","328.1","1251.81","4.1","3.9","951.22","0.6","0.2","333.33","4.7","4.1","872.34","0.0","0.0","0.0","4.2","5.2","1238.1","0.0","0.0","0.0","0.0","0.0","0.0","107.0","87.3","815.89","3.9","2.7","692.31","76.8","30.9","402.34","1.2","0.9","750.0","1.3","0.2","153.85","1.4","0.7","500.0","0.1","0.0","0.0","0.0","0.0","0.0","23.1","8.1","350.65","0.0","0.0","0.0","155.6","79.1","508.35","183.5","89.2","486.1","0.1","0.4","4000.0","0.0","0.0","0.0","0.2","5.66","5.86","1.51","1.16","36.36"
"13","1999","6","Madhya Pradesh","Sagar","8.7","6.2","712.64","228.6","264.9","1158.79","3.8","3.8","1000.0","0.0","0.0","0.0","3.8","3.8","1000.0","0.0","0.0","0.0","4.0","5.6","1400.0","0.0","0.0","0.0","0.8","1.0","1250.0","126.9","110.1","867.61","2.3","1.6","695.65","86.2","35.3","409.51","1.7","1.4","823.53","1.4","0.2","142.86","0.9","0.5","555.56","0.0","0.0","0.0","0.0","0.0","0.0","14.0","5.3","378.57","0.0","0.0","0.0","152.6","104.6","685.45","171.2","112.1","654.79","0.1","0.4","4000.0","0.0","0.0","0.0","0.18","6.42","6.59","1.49","1.6","34.89"
"13","2000","6","Madhya Pradesh","Sagar","9.8","5.3","540.82","200.6","155.2","773.68","3.8","4.5","1184.21","0.0","0.0","0.0","3.8","4.5","1184.21","0.0","0.0","0.0","3.8","6.6","1736.84","0.0","0.0","0.0","0.8","0.8","1000.0","135.7","72.6","535.0","2.2","1.4","636.36","87.2","26.6","305.05","1.8","1.7","944.44","1.6","0.3","187.5","0.8","0.3","375.0","0.0","0.0","0.0","0.0","0.0","0.0","11.3","3.6","318.58","0.0","0.0","0.0","147.7","121.3","821.26","163.8","127.3","777.17","0.1","0.3","3000.0","0.0","0.0","0.0","0.14","6.04","6.18","1.5","1.63","32.81"
"13","2001","6","Madhya Pradesh","Sagar","9.6","5.0","520.83","190.0","205.7","1082.63","4.1","3.8","926.83","0.0","0.0","0.0","4.1","3.8","926.83","0.0","0.0","0.0","3.8","6.5","1710.53","0.0","0.0","0.0","0.8","1.0","1250.0","153.2","123.5","806.14","2.5","1.5","600.0","88.8","32.1","361.49","1.8","1.5","833.33","1.4","0.3","214.29","0.8","0.4","500.0","0.1","0.0","0.0","0.0","0.0","0.0","9.1","3.9","428.57","0.0","0.0","0.0","167.4","114.0","681.0","181.1","120.2","663.72","0.2","0.6","3000.0","0.0","0.0","0.0","0.15","6.65","6.8","1.63","1.8","31.78"
"13","2002","6","Madhya Pradesh","Sagar","9.4","3.4","361.7","140.7","115.1","818.05","5.2","3.6","692.31","0.4","0.1","250.0","5.6","3.7","660.71","0.0","0.0","0.0","3.7","5.1","1378.38","0.07","0.01","142.86","0.7","1.0","1428.57","229.0","63.2","275.98","3.9","1.4","358.97","94.7","25.1","265.05","2.0","0.7","350.0","1.8","0.2","111.11","0.5","0.2","400.0","0.0","0.0","0.0","0.0","0.0","0.0","8.6","3.2","372.09","0.0","0.0","0.0","152.6","72.7","476.41","165.9","77.0","464.14","0.2","0.6","3000.0","0.0","0.0","0.0","0.12","7.03","7.14","1.64","1.62","29.15"
"13","2003","6","Madhya Pradesh","Sagar","9.7","6.0","618.56","161.8","183.7","1135.35","6.8","9.2","1352.94","0.5","0.1","200.0","7.3","9.3","1273.97","0.0","0.0","0.0","3.9","6.7","1717.95","0.0","0.0","0.0","0.8","1.2","1500.0","215.4","176.4","818.94","3.6","2.1","583.33","93.1","38.5","413.53","1.8","1.6","888.89","1.8","0.5","277.78","0.8","0.5","625.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","3.4","478.87","0.0","0.0","0.0","162.4","160.8","990.15","174.3","166.9","957.54","0.3","0.7","2333.33","0.0","0.0","0.0","0.11","7.64","7.75","1.96","1.78","28.53"
